show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average
99619,TV Show,Trucking Hell,Craig Duncan,Kieran O'Brien,United Kingdom,2018-05-17,2018,6.0,1 Seasons,"Documentary, Reality",en,"Super-sized transport jobs require even bigger trucks to perform them. Lifting the lid on the heavy recovery business, featuring industrial strength trucks capable of towing and lifting the biggest and heaviest machines on the nation's roads.",57.113,2.0,6.0
76661,TV Show,Victorious Mehmets,Kamil Aydın,"İsmail Hacıoğlu, İsmail Ege Şaşmaz, Özgü Kaya, İsmail Hakkı, Semih Ertürk",Turkey,2018-01-18,2018,8.7,1 Seasons,"Action & Adventure, Drama",tr,"During World War I, a group of determined soldiers fights to defend Ottoman territory against English invasion.",51.131,7.0,8.7
234684,TV Show,西行记,Mak Ching-Lok,Beichen Liu,China,2018-07-18,2018,10.0,1 Seasons,"Animation, Drama, Action & Adventure",zh,,52.946,0.0,10.0
82363,TV Show,All Out of Love,,"Sun Yi, Wallace Chung, Ma Tianyu, Yu Menglong, Meng Ziyi","China, Mexico",2018-09-17,2018,6.7,1 Seasons,"Drama, Family",zh,"Half-siblings Jiang Sheng and Liang Sheng share a deep bond that turns into forbidden love. After Liang Sheng disappears in an accident, Jiang Sheng searches for him with the help of Cheng Tianyou, who falls for her. Just as she moves on and marries Tianyou, Liang Sheng returns, forcing her to confront her past and make a heart-wrenching choice.",52.248,3.0,6.7
128454,TV Show,La noche es nuestra,,"Jean-Philippe Cretton, Felipe Vidal, Pamela Díaz",Chile,2018-01-08,2018,2.0,1 Seasons,Talk,es,,53.927,1.0,2.0
81991,TV Show,Sorry For Your Loss,,"Elizabeth Olsen, Janet McTeer, Jovan Adepo, Mamoudou Athie, Kelly Marie Tran",United States of America,2018-09-18,2018,7.2,1 Seasons,Drama,en,The sudden death of her husband upends and transforms every relationship in Leigh Shaw’s life. It also forces her to realize there was a lot about her husband that she didn’t know.,59.721,36.0,7.2
79989,TV Show,Secrets and Lies,Kim Yong-min,"Oh Seung-ah, Seo Hae-Won, Kim Kyung-nam, Lee Joong-moon, Jeon No-min",South Korea,2018-06-25,2018,5.3,1 Seasons,Drama,ko,"Han Woo-Jung (Seo Hae-Won) has a bright personality. She is betrayed by her best friend Shin Hwa-Kyung (Oh Seung-A). Because of the betrayal, Han Woo-Jung's life is ruined. Han Woo-Jung keeps pursuing her dream and never loses hope.",51.159,6.0,5.3
76582,TV Show,Unsolved: The Murders of Tupac and The Notorious B.I.G.,"Darren Grant, Erica A. Watson","Josh Duhamel, Jimmi Simpson, Bokeem Woodbine, Marcc Rose, Wavyy Jonez",United States of America,2018-02-27,2018,6.8,1 Seasons,"Crime, Drama",en,A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.,62.68,60.0,6.8
86363,TV Show,Tenías que ser Tú,,"Ariadne Díaz, Andrés Palacios, Arturo Peniche, Chantal Andere, Grettell Valdéz",Mexico,2018-03-12,2018,6.9,1 Seasons,Drama,es,,77.93,104.0,6.9
72925,TV Show,Stargate Origins,,"Ellie Gall, Aylam Orian, Philip Alexander, Shvan Aladdin, Sarah Navratil",United States of America,2018-02-14,2018,5.0,1 Seasons,"Sci-Fi & Fantasy, Action & Adventure",en,"Follow Catherine Langford, the young woman who witnessed her father uncover the Stargate in Giza in 1928, as she embarks on an unexpected adventure to unlock the mystery of what lies beyond the Stargate in order to save Earth from unimaginable darkness.",62.599,143.0,5.0
80119,TV Show,My Story For You,,"Zheng Shuang, Luo Jin, Zhang Yishang, Kong Lin, Pang Hanchen",China,2018-06-18,2018,6.0,1 Seasons,"Drama, Comedy",zh,"It’s 1998, and Zhang Chang Gong gets his first taste of success as a developer in an IT company. At the same time, he meets and falls in love with Li Mu Zi, a kind and intelligent university student. Unfortunately the IT bubble soon bursts, and Zhang Chang Gong is left unemployed. With the help of his friends and family, Chang Gong faces the challenges head on, and eventually becomes a top-selling author.",53.876,1.0,6.0
84724,TV Show,Big Top Academy,,,,2018-02-16,2018,8.2,1 Seasons,"Family, Drama",en,Series about children in a circus school.,77.689,4.0,8.2
78735,TV Show,The Legend of Dugu,Shu-Pui Hou,"Hu Bingqing, Zhang Danfeng, Ady An, Xu Zhengxi, Li Yixiao",China,2018-02-21,2018,7.8,1 Seasons,Drama,zh,"“He who has Dugu, has the world”. Daughters of a court official, Dugu Banruo, Dugu Mantuo, and Dugu Jialou were always destined for greatness. Blessed with beauty, intelligence, and connections, the Dugu sisters grew up knowing they were the subjects of a prophecy that could someday tear them apart. Determined to remain loyal to each other, they vowed to always put their relationship first. But time has a way of changing things, and vows are easily broken.",53.667,4.0,7.8
82820,TV Show,Roast Battle,,"Jimmy Carr, Katherine Ryan, Brian Moses","United Kingdom, United States of America",2018-01-15,2018,7.0,1 Seasons,Comedy,en,It's comedy’s closed thing to a sport – comedians battle it out with the most brutal jokes imaginable.,54.27,9.0,7.0
78570,TV Show,Corner Gas Animated,,"Brent Butt, Gabrielle Miller, Fred Ewanuick, Eric Peterson, Lorne Cardinal",Canada,2018-04-02,2018,6.8,1 Seasons,"Animation, Comedy",en,"It's been a few years, and there's still not a lot going on in Dog River, 40 kilometres from nowhere. But that's all about to change.",56.333,20.0,6.8
86965,TV Show,Every Treasure Tells a Story,,Yang Chen,China,2018-01-01,2018,8.0,1 Seasons,Documentary,zh,"""Every Treasure Tells a Story"" has a total of 100 episodes, divided into four seasons. To shoot this documentary, the film crew traveled all over the country, filming nearly a hundred museums and archaeological institutes and more than 50 archaeological sites.",52.273,1.0,8.0
92004,TV Show,Синичка,"Georgy Bekov, Ilya Kazankov","Glafira Tarkhanova, Sergey Gubanov, Yuliya Pilipovich, Viktoriya Zabrovskaya, Aleksey Demidov",Russia,2018-11-24,2018,6.0,1 Seasons,"Crime, Mystery",ru,,48.503,1.0,6.0
80743,TV Show,Insatiable,,"Debby Ryan, Dallas Roberts, Kimmy Shields, Christopher Gorham, Alyssa Milano",United States of America,2018-08-10,2018,7.8,1 Seasons,"Drama, Comedy",en,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",56.167,1641.0,7.8
195022,TV Show,Kimura Sa~~n!,,Takuya Kimura,,2018-08-05,2018,0.0,1 Seasons,"Talk, Comedy",ja,"GYAO! and TOKYO FM ""Takuya Kimura Flow"" will present a special program ""Kimura Sa~~n!"" Captain Takuya will do his best to meet everyone's requests! Please enjoy the ""genuine"" Takuya Kimura that you have never seen before and can only be seen in this program!",52.669,0.0,0.0
220100,TV Show,Sherlock Jr.,Rechie A. Del Carmen,"Ruru Madrid, Gabbi Garcia, Mikee Quintos, Janine Gutierrez, Kate Valdez",Philippines,2018-01-29,2018,0.0,1 Seasons,"Crime, Drama, Mystery",tl,,57.344,0.0,0.0
97960,TV Show,50 Nuances de Grecs,Mathieu Signolet,"Stephan Kalb, Guillaume Gallienne, Philippe Torreton, Valérie Lemercier, Clément Sibony",France,2018-09-03,2018,0.0,1 Seasons,"Comedy, Animation",fr,"Myths are not dead: they are among us! With his mischievous eye and the art of diversion which is the trademark of ""Flint and the city"" and his cult comic strip ""The Planet of the Wise"", Jul revisits in 50 shades of Greeks the mythological heritage by humor and lag, in thirty episodes.",61.8,0.0,0.0
123566,TV Show,Metal Family,"Alina Kovaleva, Dmitry Vdovenko","Евгений Блинников, Дмитрий Вдовенко, Алина Ковалева",Russia,2018-09-13,2018,8.586,1 Seasons,"Action & Adventure, Animation, Drama, Family",ru,"Metal Family follows the daily lives of Glam and Victoria, two metal fans that fell in love and had two children together, Dee and Heavy.",45.75,508.0,8.586
78756,TV Show,The Great Adventurer Wesley,Clarence Ford,"Shawn Yue Man-Lok, Michelle Hu, Yang Rong, Philip Ng Wan-Lung, Yasuaki Kurata","China, Hong Kong",2018-04-09,2018,8.0,1 Seasons,"Mystery, Drama, Sci-Fi & Fantasy",cn,"Aliens have secretly infiltrated the Earth for years. Wesley, an Interpol Special Adviser, catches aliens with a high-tech weapons to keep the Earth safe. One day, a severed hand appears at Bai's house. Wesley and Bai's daughter investigate it and find Deng Shi who can decompose the body freely. Subsequently, in Egypt, a mummified Pharaoh disembarks, leading them to a mysterious tomb. What awaits them in the mysterious tomb?",57.567,1.0,8.0
95140,TV Show,Butterbean's Café,,"Chris Philips, Olivia Grace Manning, Margaret Ying Drake, Koda Gursoy, Gabriella Pizzolo","Ireland, United States of America",2018-11-12,2018,6.3,1 Seasons,"Family, Kids",en,"Butterbean's Café is set in the magical land of Puddlebrook and follows its title character, Butterbean, a young fairy who opens up and works in her own café, with the help of sister Cricket and friends Poppy, Dazzle, and Jasper",61.464,6.0,6.3
76300,TV Show,Love After Lockup,,,United States of America,2018-01-11,2018,7.8,1 Seasons,Reality,en,"Couples finally meet their fiancé upon prison release. Once the bars are gone, will their love survive after lockup on the rocky road to the altar? Will the inmates ditch their mate as they face shocking ""firsts"", fights & family drama! Is it true love or just a con?",71.668,22.0,7.8
85795,TV Show,1res fois,,Véronique Cloutier,Canada,2018-01-18,2018,9.0,1 Seasons,Talk,fr,"Two Quebec personalities candidly discuss the “firsts” that have marked their professional lives and shaped who they are both on and off camera. Our guests will also experience other unique “firsts” on the show. Emotions will run high as guests share personal secrets, reunite with long-lost friends, watch surprise variety numbers.",55.778,1.0,9.0
220134,TV Show,The One That Got Away,Mark Sicat Dela Cruz,"Rhian Ramos, Max Collins, Lovi Poe, Dennis Trillo, Jason Abalos",Philippines,2018-01-15,2018,0.0,1 Seasons,"Drama, Comedy",tl,,58.46,0.0,0.0
80592,TV Show,Harvey Street Kids,,"Stephanie Lemelin, Kelly McCreary, Lauren Lapkus, Grey DeLisle",United States of America,2018-06-29,2018,8.0,1 Seasons,"Animation, Comedy, Family, Kids, Action & Adventure",en,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",61.289,11.0,8.0
80307,TV Show,Bodyguard,,"Richard Madden, Keeley Hawes, Sophie Rundle, Gina McKee, Pippa Haywood","United Kingdom, Canada, United States of America",2018-08-26,2018,7.8,1 Seasons,"Crime, Drama, War & Politics",en,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,51.455,926.0,7.8
89364,TV Show,The Wonderland of Ten Thousands,,,China,2018-03-21,2018,9.0,1 Seasons,"Animation, Action & Adventure, Sci-Fi & Fantasy",zh,"Ye Xingyu'’s master Yu Huanxian went and left a giant Tianyuan Shenzong. Ye Xingyun became the new leader of the Tianyuan Shenzong. At the same time, he exchanged place with the tenth prince of King Qi, and became a child of a small family, hidden in it, waiting for revenge. Ye Xingyun embarked on a very dangerous road, but with his own strategy, and Tianyuan Shenzong masters of all the help of experts, vertical and horizontal tactics, strategizing, against the huge Grand Dynasty.",67.892,3.0,9.0
76922,TV Show,Queer Eye,,"Antoni Porowski, Tan France, Karamo Brown, Jonathan Van Ness, Jeremiah Brent",United States of America,2018-02-07,2018,7.4,1 Seasons,Reality,en,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",52.664,131.0,7.4
81280,TV Show,Victor Magtanggol,,"Alden Richards, Janine Gutierrez, John Estrada, Andrea Torres, Coney Reyes",Philippines,2018-07-30,2018,0.0,1 Seasons,"Sci-Fi & Fantasy, Action & Adventure",tl,Victor Magtanggol is a 2018 Philippine television drama action-fantasy series broadcast by GMA Network. The series is inspired by Norse mythology,56.927,0.0,0.0
80714,TV Show,Girl Meets Farm,,Molly Yeh,United States of America,2018-06-24,2018,4.0,1 Seasons,Family,en,"Molly Yeh is a popular blogger and best-selling cookbook author who shares her perspective on food, family traditions and farmhouse life. She lives on a farm on the North Dakota-Minnesota border with her fifth-generation farmer husband and their little flock of chickens.",73.731,3.0,4.0
79808,TV Show,Oh! My Emperor,高博,"Jason Koo, Xiao Zhan, Zhao Lusi, Wu Jiacheng, Peng Chuyue",China,2018-04-25,2018,7.9,1 Seasons,"Comedy, Action & Adventure",zh,"Luo Fei Fei, a girl from the 21st century, was transported to a mysterious world of the past -Huang Dao Guo. In the nation of Huang Dao, its leadership is rotated among the 12 constellation owners every thousand years. There, Fei Fei meets the current emperor of the nation, Bei Tang Yi, who is also the owner of the Capricorn constellation.",55.682,10.0,7.9
103147,TV Show,Heart Signal,,"Du Haitao, Jerry Yan, Chunye Zhang, Ariel Lin, Rao Xueman",China,2018-08-26,2018,4.5,1 Seasons,Reality,zh,"A dating reality show about eight strangers, 4 men and 4 women, living together in the Signal House.",50.683,5.0,4.5
78508,TV Show,Druck,,Frida Stittrich,Germany,2018-03-23,2018,8.5,1 Seasons,Drama,de,"Druck follows a group of friends in their teen life in Berlin and deals with daily and current events, like friendship, love and the search for their own identity. Every season centers on a new character.",65.803,22.0,8.5
78677,TV Show,A Step Into the Past,Leung kok koon,"Sean Chen, Guo Xiaoting, Niu Zifan, Xia Nan, Zhao Zhen Ting",China,2018-01-18,2018,1.0,1 Seasons,"Sci-Fi & Fantasy, Drama",zh,A legendary story about a man who inadvertently travels back 2000 years in time to the Warring States Era and gets caught in the center of a power struggle between nations.,55.647,1.0,1.0
81500,TV Show,Fights Break Sphere,Yang Zhenyu,"He Luoluo, Ruan Hong Cheng, Ding Xiaoying, Meng Zhi Xu",China,2018-09-02,2018,7.4,1 Seasons,"Sci-Fi & Fantasy, Action & Adventure",zh,"Xiao Yan is a genius child who suddenly loses all his powers. In a world governed by strength and power, Xiao Yan’s lack of talent is an embarrassment to his family. At the age of 15, Xiao Yan accidentally summons Yaochen from his mother’s ring. With the elder’s help, Xiao Yan’s skills improve by leaps and bounds. After his entire family is assassinated, Xiao Yan embarks on a journey to find his family’s killer and return peace to the Jianghu (martial world).",48.069,31.0,7.4
82747,TV Show,Kung Fu Panda: The Paws of Destiny,,,United States of America,2018-11-15,2018,7.2,1 Seasons,"Animation, Kids, Family, Action & Adventure, Comedy",en,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",52.558,872.0,7.2
84380,TV Show,Better Than Us,Andrey Dzhunkovskiy,"Paulina Andreeva, Kirill Käro, Olga Lomonosova, Vitaliya Kornienko, Eldar Kalimulin",Russia,2018-11-23,2018,7.403,1 Seasons,"Sci-Fi & Fantasy, Drama",ru,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",41.016,396.0,7.403
230625,TV Show,Tula Pahate Re,"Chandrakant Gaikwad, Girish Mohite","Gayatri Datar, Subodh Bhave, Shilpa Tulaskar, Abhidnya Bhave, Umesh Jagtap",,2018-08-13,2018,0.0,1 Seasons,"Drama, Mystery",mr,"Two people from different backgrounds, and different decades. This couple will prove that when two souls are meant to be together, they will find a way to be together.",45.728,0.0,0.0
87547,TV Show,LEGO Friends: Girls on a Mission,,"Jasmine Elcock, Amaya Harrow, Jasmine St.Clair, Allegra Clark, Faye Mata",Denmark,2018-03-16,2018,6.4,1 Seasons,"Animation, Kids, Family",en,"Meet Andrea, Mia, Emma, Olivia and Stephanie. They're five best friends. And they're on a heroic mission: to save Heartlake City from wily swindlers.",53.188,24.0,6.4
77627,TV Show,Love Is in the Air,Ivy Chen,"Wang Ziqi, Zhang Baijia, Ivy Chen, Hsieh Ying-shiuan, Archie Kao",China,2018-01-18,2018,5.0,1 Seasons,"Drama, Sci-Fi & Fantasy",zh,"Two years have passed since white collar worker Jiang Yi Yi and her first love Chu Tian Qi broke up. Even though Yi Yi pretends to not be affected anymore, she still can’t forget him. Then she meets the trainee guardian Fang Mu Ye from the Guardian Tribe, with whom she ends up living together. Mu Ye’s supernatural powers add a lot of fun to Yi Yi’s life, making her gradually forgetTian Qi and focus on her dream of becoming an inventor again. The two become a bickering couple, however, a crazy scientist, who’s looking for a study object, appears.",59.57,4.0,5.0
83002,TV Show,Transformers: Cyberverse,,"Jeremy Levy, Jessica DiGiovanni, Jake Tillman, Marc Thompson","Canada, Ireland, United States of America",2018-09-01,2018,6.5,1 Seasons,"Animation, Action & Adventure",en,"When Bumblebee begins to suffer amnesia, his partner, Windblade, comes to the rescue, and repairs his memory chips, enabling him to rediscover his past adventures on Cybertron. Once his memories are repaired, Bumblebee gets a clue that will lead both him and Windblade to complete their current mission and save their friends, unaware that Megatron sent his Decepticon assassins to hunt them down.",47.953,17.0,6.5
113102,TV Show,Sammy J,,Sammy J,,2018-02-08,2018,0.0,1 Seasons,"Comedy, News",en,"Biting, bite-sized comedy as Sammy J rips into the political machinations of Canberra and beyond. With an insatiable appetite for politics, Sammy blends comedy and song where he can harass and heckle the politics of the day.",56.181,0.0,0.0
80564,TV Show,Banana Fish,,"Yuma Uchida, Kenji Nojima, Unsho Ishizuka, Hiroaki Hirata, Jun Fukuyama",Japan,2018-07-06,2018,8.6,1 Seasons,"Animation, Drama, Action & Adventure, Mystery, Crime",ja,"Nature made Ash Lynx beautiful; nurture made him a cold ruthless killer. A runaway brought up as the adopted heir and sex toy of ""Papa"" Dino Golzine, Ash, now at the rebellious age of seventeen, forsakes the kingdom held out by the devil who raised him. But the hideous secret that drove Ash's older brother mad in Iraq has suddenly fallen into Papa's insatiably ambitious hands—and it's exactly the wrong time for Eiji Okamura, a pure-hearted young photographer from Japan, to make Ash Lynx's acquaintance.",61.663,868.0,8.6
78385,TV Show,Something in the Rain,Ahn Pan-seok,"Son Ye-jin, Jung Hae-in, Jang So-yeon, Jung Yoo-jin, Joo Min-kyung",South Korea,2018-03-30,2018,7.7,1 Seasons,Drama,ko,"Explore the relationship of two people as they go from being “just acquaintances” to “a genuine couple” — Yoon Jin Ah, a coffee shop supervisor in her 30s, and Seo Joon Hee, a designer at a video game company who has just returned from working abroad.",42.148,106.0,7.7
82700,TV Show,Baby,,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre González, Brando Pacitto",Italy,2018-11-30,2018,7.9,1 Seasons,Drama,it,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",41.152,857.0,7.9
82751,TV Show,Sábado Deluxe,,Jorge Javier Vázquez,Spain,2018-01-06,2018,3.5,1 Seasons,Talk,es,,60.962,2.0,3.5
77606,TV Show,The Boss Baby: Back in Business,,"JP Karliak, Alex Cazares, Kevin Michael Richardson, Carlos Ponce, Pierce Gagnon",United States of America,2018-04-06,2018,7.1,1 Seasons,"Animation, Action & Adventure, Comedy, Kids",en,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",47.893,1742.0,7.1
76874,TV Show,Alexa & Katie,,"Paris Berelc, Isabel May, Tiffani Thiessen, Emery Kelly, Finn Carr",United States of America,2018-03-23,2018,8.1,1 Seasons,Comedy,en,Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,51.392,202.0,8.1
219808,TV Show,Pamilya Roces,Joel Lamangan,"Gabbi Garcia, Jasmine Curtis-Smith, Carla Abellana, Shaira Diaz, Sophie Albert",Philippines,2018-10-08,2018,0.0,1 Seasons,"Drama, Comedy, Family",tl,,43.884,0.0,0.0
90355,TV Show,Dance Deewane,,,India,2018-06-02,2018,5.5,1 Seasons,Reality,hi,All the 3 generation People will compete with each other in their own categories and Later 1 from each 3 categories will be selected for the Grand Finale. The One Will be the Winner.,71.176,2.0,5.5
82456,TV Show,Hilda,,"Bella Ramsey, Daisy Haggard, Ameerah Falzon-Ojo, Rasmus Hardiker, Oliver Nelson","Canada, United Kingdom",2018-09-21,2018,8.2,1 Seasons,"Animation, Family, Sci-Fi & Fantasy",en,"Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.",57.413,173.0,8.2
74140,TV Show,Waco,"John Erick Dowdle, Dennie Gordon","Michael Shannon, Taylor Kitsch, Rory Culkin, Paul Sparks, Andrea Riseborough",United States of America,2018-01-24,2018,7.5,1 Seasons,"Crime, Drama",en,"The harrowing true story of the 1993 standoff between the FBI, ATF and the Branch Davidians, a spiritual sect led by David Koresh in Waco, TX that resulted in a deadly shootout and fire.",47.106,200.0,7.5
82032,TV Show,Player,,"Song Seung-heon, Oh Yeon-seo, Tae Won-seok, Lee Si-eon, Jang Gyu-ri",South Korea,2018-09-29,2018,7.3,1 Seasons,"Crime, Action & Adventure, Drama",ko,The story about the revenge of four talented individuals in their respective fields who create an elite team to solve crimes.,45.644,24.0,7.3
75191,TV Show,The Terror,,"George Takei, Kiki Sukezane, Shingo Usami, Naoko Mori, Miki Ishikawa",United States of America,2018-03-26,2018,7.352,1 Seasons,"Mystery, Drama, Sci-Fi & Fantasy",en,A chilling anthology series featuring stories of people in terrifying situations inspired by true historical events.,52.563,859.0,7.352
96840,TV Show,Gormiti,,"Stefano Broccoletti, Stefano de Filippis, Alessio De Filippis, Federico Di Pofi, Sara Ballerani","Spain, United States of America, Italy",2018-09-10,2018,6.6,1 Seasons,"Kids, Animation, Comedy, Action & Adventure",en,Four friends become guardians of the island Gorm and must harness powers of the elements to stop an evil lord and his army from ruling the kingdom.,68.615,10.0,6.6
79574,TV Show,Cinderella Chef,"Zhang Jin Qing, Zhao Jin-Tao","Danni Chong, Thassapak Hsu, Zhang Yicong, Ching Yang Chen, Zhao Jian",China,2018-04-23,2018,8.2,1 Seasons,"Comedy, Soap, Sci-Fi & Fantasy",zh,"Ye Jiayao is transported to ancient times, where she becomes Ye Jinxuan, the daughter of a magistrate. After being kidnapped by bandits, she meets their leader, Xia Chunyu, a former nobleman. Forced into a fake marriage, Ye Jiayao uses her modern cooking skills and sharp wits to win over those around her.",45.571,9.0,8.2
79860,TV Show,SOKO Hamburg,,"Marek Erhardt, Anna von Haebler",Germany,2018-03-27,2018,0.0,1 Seasons,Crime,de,,50.847,0.0,0.0
83708,TV Show,Stellar Transformation,,"Yuan Weng, Shen Dawei, Jingxia Liu, Liu Yuxuan, Muqing Ke",China,2018-10-05,2018,7.9,1 Seasons,"Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",zh,"In a galaxy far away, there is a kid without innate ability to practice internal techniques. So, in order to gain the respect of his father, he resolutely chooses to follow the more difficult and painful path of practicing external techniques. As the years go by, he grows up, but what really changes his life is a mysterious meteoric crystal stone – the Meteoric Tear. This stone fuses with the young man’s body unnoticed, and he seems to undergo drastic transformations as a result. After that, everything is changed. Eventually his father knows that the son for whom he hasn’t really shown a lot of consideration possesses astonishing abilities. And there’s a lot more to come.",70.319,10.0,7.9
80335,TV Show,Homecoming,Kyle Patrick Alvarez,"Janelle Monáe, Stephan James, Chris Cooper, Hong Chau",United States of America,2018-11-01,2018,7.0,1 Seasons,Drama,en,"Heidi Bergman is a caseworker at Homecoming, a Geist Group facility helping soldiers transition to civilian life. Years later she has started a new life, living with her mother and working as a waitress, when a Department of Defense auditor questions why she left the Homecoming facility. Heidi quickly realizes that there's a whole other story behind the story she's been telling herself.",47.037,300.0,7.0
80355,TV Show,Daddy Cool,,"Carlos Chan Ka-Lok, David Chiang Da-Wei, Wayne Lai Yiu-Cheung, Chris Lai, Rosina Lin",Hong Kong,2018-04-02,2018,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",cn,"A sudden storm causes Chung Ting-Kwok, a guerrilla fighter during the Second Sino-Japanese War, to awaken after being frozen for over seventy years. He discovers that he is now in the year 2018. He searches for his family, only to see his descendants behaving badly. His son Ho Woh-Ping is fraudulently on welfare, while his grandson Ho Wing-Nin uses feng shui to deceive people for money, yet Ting-Kwok is unable to correct them. From covering up the truth of murder to getting caught up in a battle for money, Chung Ting-Kwok vows to save his family at any cost.",51.031,0.0,0.0
90059,TV Show,Wonderful Life,,"Maggie Chan Mei-Kei, Song Dandan, Li Xiaoran, Niu Li, Jiang Yan",China,2018-02-28,2018,0.0,1 Seasons,Drama,zh,,48.023,0.0,0.0
79787,TV Show,Coop & Cami Ask the World,,"Dakota Lotus, Ruby Rose Turner, Olivia Sanabia, Rebecca Metz, Paxton Booth",United States of America,2018-10-12,2018,7.8,1 Seasons,"Family, Comedy",en,A pair of middle-school siblings make nearly all of their decisions by crowdsourcing the opinions of their millions of online followers.,54.462,40.0,7.8
83634,TV Show,Memories of the Alhambra,An Gil-ho,"Hyun Bin, Park Shin-hye, Chanyeol, Han Bo-reum, Park Hoon",South Korea,2018-12-01,2018,7.466,1 Seasons,"Action & Adventure, Mystery, Sci-Fi & Fantasy, Drama",ko,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",52.249,103.0,7.466
84969,TV Show,LOL: Last One Laughing,,Eugenio Derbez,"Japan, Mexico, United States of America",2018-12-13,2018,7.408,1 Seasons,Comedy,es,"An unscripted variety series from Mexico in which ten professional comedians compete for a cash prize by trying to make each other laugh. The one who refrains from laughing the longest, while forcing other contestants to laugh first, is the winner.",48.504,314.0,7.408
84121,TV Show,Super Nova Games,,"Xu Mengjie, Zhong Qi, Sun Rui, Zhao Yue, Xuan Lu",China,2018-11-01,2018,7.0,1 Seasons,Reality,zh,"The program brings together nearly 150 artists who cross the border to become athletes in the program to prepare for and compete in three categories of athletics, water sports and general events.",50.843,1.0,7.0
196695,TV Show,Always with You,Chang Chen,"Mei Ting, Xu Yajun, Vivian Wu, Hu Xianxu, Zeng Li",China,2018-06-29,2018,0.0,1 Seasons,,zh,,56.459,0.0,0.0
244981,TV Show,Adventuring Academy,,Brennan Lee Mulligan,,2018-12-19,2018,0.0,1 Seasons,Talk,en,"Adventurers, alight! Veteran gamemaster Brennan Lee Mulligan dives deep into role-playing games, with tips for everyone from first-time players to other pros.",53.624,0.0,0.0
73182,TV Show,Age of Legends,Xin Liu,"William Chan Wai-Ting, Ma Sichun, Liu Yijun, Chen Yao, Ye Zuxin",China,2018-09-17,2018,8.6,1 Seasons,"Drama, Action & Adventure, Crime",zh,"Liu Ziguang, a man with no memory of the past eight years, returns to his hometown seeking a fresh start. Detective Hu Rong, driven and fearless, joins forces with him to take down a ruthless crime boss. As their bond deepens, buried secrets from Liu Ziguang's past threaten to complicate their mission and their relationship.",51.895,7.0,8.6
77694,TV Show,Umamusume: Pretty Derby,,"Hinaki Yano, Hina Tachibana, Sayumi Suzushiro",Japan,2018-04-02,2018,8.2,1 Seasons,"Animation, Comedy, Drama",ja,"In a world very much like our own, great race horses of the past have a chance to be reborn as ""horse girls""—girls with the ears and tails of horses as well as their speed and endurance. The best of these horse girls go to train at Tokyo's Tracen Academy, hopefully moving on to fame and fortune as both racers and idols. Special Week, a high school horse girl from the countryside, has just transferred to Tracen, and she's determined to fulfill her promise to her mother to become the best horse girl in Japan. On her way to school, she takes a pit stop at the race track and instantly falls in love with Silence Suzuka's style, becoming determined to race on the same team as her.",53.39,64.0,8.2
82859,TV Show,Hinomaru Sumo,,"Demon Kakka, Atsushi Abe, Fukushi Ochiai, Kentaro Kumagai, Takuya Sato",Japan,2018-10-05,2018,6.7,1 Seasons,"Animation, Action & Adventure",ja,"A “small” new student, Ushio Hinomaru, appears before the weak little sumo club of Oodachi High School! The words “big” and “heavy” are the rules to this sport, which does not fit this newbie any inch, but this guy goes and does what...!? Ushio and the small sumo club climbs its way to the top! The goal is Hinoshita Kaisan, a title for the highest rank in professional sumo, equivalent of Yokozuna.",42.331,22.0,6.7
248703,TV Show,Дефективи,,"Фелікс Аброскін, Dmytro Soloviov, Hennadii Vasylenko, Катерина Буцька, Тетяна Павлівна Лаврушко",Ukraine,2018-04-16,2018,0.0,1 Seasons,"Comedy, Mystery",uk,,42.667,0.0,0.0
